,Location,Price,Type,rooms,Property ID
0,kent,"£520,000        ",detached,4,prop119656136
1,kent,"£3,300,000        ",detached,4,prop116520869
2,kent,"£3,250,000        ",detached,4,prop121608689
3,kent,"£3,200,000        ",detached,4,prop105388589
4,kent,"£3,000,000        ",detached,4,prop109756184
5,kent,"£2,750,000        ",detached,4,prop121521065
6,kent,"£2,500,000        ",detached,4,prop90336175
7,kent,"£2,250,000        ",detached,4,prop112710326
8,kent,"£2,100,000        ",detached,4,prop114430898
9,kent,"£2,000,000        ",detached,4,prop114884666
10,kent,"£2,000,000        ",detached,4,prop118351436
11,kent,"£2,000,000        ",detached,4,prop121220972
12,kent,"£1,999,950        ",detached,4,prop116883302
13,kent,"£1,925,000        ",detached,4,prop121907738
14,kent,"£1,900,000        ",detached,4,prop121066100
15,kent,"£1,895,000        ",detached,4,prop119380898
16,kent,"£1,875,000        ",detached,4,prop120361292
17,kent,"£1,875,000        ",detached,4,prop120639089
18,kent,"£1,865,000        ",detached,4,prop83609625
19,kent,"£1,850,000        ",detached,4,prop120634094
20,kent,"£1,850,000        ",detached,4,prop115877885
21,kent,"£1,850,000        ",detached,4,prop112955453
22,kent,"£1,800,000        ",detached,4,prop114197957
23,kent,"£1,750,000        ",detached,4,prop119781422
24,kent,"£1,750,000        ",detached,4,prop114304019
25,kent,"£545,000        ",detached,4,prop121911251
26,kent,"£1,750,000        ",detached,4,prop121492481
27,kent,"£1,750,000        ",detached,4,prop120133292
28,kent,"£1,725,000        ",detached,4,prop116486825
29,kent,"£1,725,000        ",detached,4,prop113534732
30,kent,"£1,695,000        ",detached,4,prop112239437
31,kent,"£1,695,000        ",detached,4,prop119327222
32,kent,"£1,675,000        ",detached,4,prop114343031
33,kent,"£1,650,000        ",detached,4,prop113953892
34,kent,"£1,650,000        ",detached,4,prop121078610
35,kent,"£1,650,000        ",detached,4,prop119064251
36,kent,"£1,650,000        ",detached,4,prop121471238
37,kent,"£1,600,000        ",detached,4,prop114920945
38,kent,"£1,600,000        ",detached,4,prop112308794
39,kent,"£1,575,000        ",detached,4,prop113869943
40,kent,"£1,500,000        ",detached,4,prop118444346
41,kent,"£1,500,000        ",detached,4,prop119018492
42,kent,"£1,500,000        ",detached,4,prop120361154
43,kent,"£1,500,000        ",detached,4,prop116805161
44,kent,"£1,500,000        ",detached,4,prop114246125
45,kent,"£1,500,000        ",detached,4,prop120908753
46,kent,"£1,500,000        ",detached,4,prop122046392
47,kent,"£1,500,000        ",detached,4,prop120361283
48,kent,"£1,500,000        ",detached,4,prop117762779
49,kent,"£1,500,000        ",detached,4,prop120844595
50,kent,"£475,000        ",detached,4,prop119098982
51,kent,"£1,500,000        ",detached,4,prop120435065
52,kent,"£1,500,000        ",detached,4,prop121960637
53,kent,"£1,500,000        ",detached,4,prop112993217
54,kent,"£1,500,000        ",detached,4,prop119444837
55,kent,"£1,495,000        ",detached,4,prop119088248
56,kent,"£1,495,000        ",detached,4,prop121164023
57,kent,"£1,475,000        ",detached,4,prop115722545
58,kent,"£1,475,000        ",detached,4,prop115990598
59,kent,"£1,450,000        ",detached,4,prop116740916
60,kent,"£1,450,000        ",detached,4,prop121805432
61,kent,"£1,450,000        ",detached,4,prop119186564
62,kent,"£1,450,000        ",detached,4,prop83627829
63,kent,"£1,430,000        ",detached,4,prop119974235
64,kent,"£1,425,000        ",detached,4,prop109776785
65,kent,"£1,425,000        ",detached,4,prop121823282
66,kent,"£1,425,000        ",detached,4,prop116044619
67,kent,"£1,425,000        ",detached,4,prop120473366
68,kent,"£1,400,000        ",detached,4,prop115785188
69,kent,"£1,400,000        ",detached,4,prop120583592
70,kent,"£1,400,000        ",detached,4,prop120361802
71,kent,"£1,400,000        ",detached,4,prop121978910
72,kent,"£1,400,000        ",detached,4,prop113983307
73,kent,"£1,400,000        ",detached,4,prop119251988
74,kent,"£1,400,000        ",detached,4,prop121710125
75,kent,"£649,000        ",detached,4,prop100454543
76,kent,"£1,400,000        ",detached,4,prop120820838
77,kent,"£1,400,000        ",detached,4,prop120877367
78,kent,"£1,400,000        ",detached,4,prop121975241
79,kent,"£1,400,000        ",detached,4,prop108642230
80,kent,"£1,399,950        ",detached,4,prop121930130
81,kent,"£1,395,000        ",detached,4,prop108187505
82,kent,"£1,395,000        ",detached,4,prop119849141
83,kent,"£1,395,000        ",detached,4,prop119467634
84,kent,"£1,395,000        ",detached,4,prop112911236
85,kent,POA        ,detached,4,prop114058274
86,kent,"£1,395,000        ",detached,4,prop113181758
87,kent,"£1,395,000        ",detached,4,prop121943129
88,kent,"£1,365,000        ",detached,4,prop121332488
89,kent,"£1,365,000        ",detached,4,prop117727817
90,kent,"£1,350,000        ",detached,4,prop119959886
91,kent,"£1,350,000        ",detached,4,prop117981464
92,kent,"£1,350,000        ",detached,4,prop81962781
93,kent,"£1,350,000        ",detached,4,prop120743147
94,kent,"£1,350,000        ",detached,4,prop118364915
95,kent,"£1,350,000        ",detached,4,prop121430663
96,kent,"£1,300,000        ",detached,4,prop120960554
97,kent,"£1,300,000        ",detached,4,prop118886240
98,kent,"£1,300,000        ",detached,4,prop80281458
99,kent,"£1,300,000        ",detached,4,prop120886316
100,kent,"£775,000        ",detached,4,prop118673039
101,kent,"£1,300,000        ",detached,4,prop120399236
102,kent,"£1,300,000        ",detached,4,prop121581728
103,kent,"£1,300,000        ",detached,4,prop121215482
104,kent,"£1,300,000        ",detached,4,prop111837449
105,kent,"£1,300,000        ",detached,4,prop114113543
106,kent,"£1,300,000        ",detached,4,prop120412244
107,kent,"£1,300,000        ",detached,4,prop118957097
108,kent,"£1,300,000        ",detached,4,prop121025978
109,kent,"£1,300,000        ",detached,4,prop119784716
110,kent,"£1,300,000        ",detached,4,prop120361871
111,kent,"£1,295,000        ",detached,4,prop120636791
112,kent,"£1,295,000        ",detached,4,prop84072849
113,kent,"£1,295,000        ",detached,4,prop121323599
114,kent,"£1,250,000        ",detached,4,prop111527519
115,kent,"£1,250,000        ",detached,4,prop117961874
116,kent,"£1,250,000        ",detached,4,prop121541810
117,kent,"£1,250,000        ",detached,4,prop121635212
118,kent,"£1,250,000        ",detached,4,prop121947371
119,kent,"£1,250,000        ",detached,4,prop119186312
120,kent,"£1,250,000        ",detached,4,prop118023410
121,kent,"£1,250,000        ",detached,4,prop121726838
122,kent,"£1,250,000        ",detached,4,prop122009762
123,kent,"£1,250,000        ",detached,4,prop121891067
124,kent,"£1,250,000        ",detached,4,prop120261200
125,kent,"£900,000        ",detached,4,prop121988291
126,kent,"£1,250,000        ",detached,4,prop121075967
127,kent,"£1,250,000        ",detached,4,prop118897931
128,kent,"£1,250,000        ",detached,4,prop119897567
129,kent,"£1,250,000        ",detached,4,prop112639730
130,kent,"£1,250,000        ",detached,4,prop121604051
131,kent,"£1,250,000        ",detached,4,prop120642419
132,kent,"£1,250,000        ",detached,4,prop120637577
133,kent,"£1,250,000        ",detached,4,prop120688040
134,kent,"£1,250,000        ",detached,4,prop118924598
135,kent,"£1,250,000        ",detached,4,prop118808177
136,kent,"£1,250,000        ",detached,4,prop118688468
137,kent,"£1,250,000        ",detached,4,prop120875330
138,kent,"£1,250,000        ",detached,4,prop119758508
139,kent,"£1,250,000        ",detached,4,prop119251739
140,kent,"£1,250,000        ",detached,4,prop114574580
141,kent,"£1,250,000        ",detached,4,prop119125001
142,kent,"£1,250,000        ",detached,4,prop120242696
143,kent,"£1,250,000        ",detached,4,prop118716485
144,kent,"£1,250,000        ",detached,4,prop119726816
145,kent,"£1,249,950        ",detached,4,prop121641851
146,kent,"£1,225,000        ",detached,4,prop120969998
147,kent,"£1,225,000        ",detached,4,prop121749233
