,Location,Price,Type,rooms,Property ID
0,canterbury,"£215,000        ",flat,2,prop88849982
1,canterbury,"£499,950        ",flat,2,prop118979573
2,canterbury,"£475,000        ",flat,2,prop121800494
3,canterbury,"£465,000        ",flat,2,prop118136597
4,canterbury,"£425,000        ",flat,2,prop120591494
5,canterbury,"£425,000        ",flat,2,prop120374633
6,canterbury,"£400,000        ",flat,2,prop121728914
7,canterbury,"£375,000        ",flat,2,prop118027082
8,canterbury,"£375,000        ",flat,2,prop79956912
9,canterbury,"£375,000        ",flat,2,prop121086200
10,canterbury,"£350,000        ",flat,2,prop120150476
11,canterbury,"£350,000        ",flat,2,prop122044046
12,canterbury,"£345,000        ",flat,2,prop112738814
13,canterbury,"£339,950        ",flat,2,prop107810432
14,canterbury,"£335,000        ",flat,2,prop121079549
15,canterbury,"£325,000        ",flat,2,prop108698390
16,canterbury,"£325,000        ",flat,2,prop121425560
17,canterbury,"£325,000        ",flat,2,prop122095388
18,canterbury,"£325,000        ",flat,2,prop121095305
19,canterbury,"£325,000        ",flat,2,prop111704330
20,canterbury,"£325,000        ",flat,2,prop121190642
21,canterbury,"£315,000        ",flat,2,prop109763393
22,canterbury,"£305,000        ",flat,2,prop119535206
23,canterbury,"£300,000        ",flat,2,prop115722149
24,canterbury,"£300,000        ",flat,2,prop97022906
25,canterbury,"£300,000        ",flat,2,prop117904961
26,canterbury,"£300,000        ",flat,2,prop113505749
27,canterbury,"£300,000        ",flat,2,prop121288727
28,canterbury,"£300,000        ",flat,2,prop96455210
29,canterbury,"£300,000        ",flat,2,prop82846011
30,canterbury,"£300,000        ",flat,2,prop120118304
31,canterbury,"£299,999        ",flat,2,prop102376316
32,canterbury,"£299,950        ",flat,2,prop112911341
33,canterbury,"£299,000        ",flat,2,prop120129269
34,canterbury,"£295,000        ",flat,2,prop118614881
35,canterbury,"£290,000        ",flat,2,prop111768788
36,canterbury,"£290,000        ",flat,2,prop120772082
37,canterbury,"£290,000        ",flat,2,prop119001728
38,canterbury,"£290,000        ",flat,2,prop112402094
39,canterbury,"£290,000        ",flat,2,prop117346844
40,canterbury,"£289,950        ",flat,2,prop118900664
41,canterbury,"£280,000        ",flat,2,prop121482371
42,canterbury,"£280,000        ",flat,2,prop117153242
43,canterbury,"£280,000        ",flat,2,prop121445462
44,canterbury,"£280,000        ",flat,2,prop112546685
45,canterbury,"£280,000        ",flat,2,prop121555955
46,canterbury,"£280,000        ",flat,2,prop119294258
47,canterbury,"£280,000        ",flat,2,prop120900524
48,canterbury,"£275,000        ",flat,2,prop110782016
49,canterbury,"£265,000        ",flat,2,prop119798294
50,canterbury,"£265,000        ",flat,2,prop82580917
51,canterbury,"£265,000        ",flat,2,prop115910222
52,canterbury,"£265,000        ",flat,2,prop120146600
53,canterbury,"£260,000        ",flat,2,prop120435356
54,canterbury,"£260,000        ",flat,2,prop120517883
55,canterbury,"£260,000        ",flat,2,prop114783221
56,canterbury,"£260,000        ",flat,2,prop116387252
57,canterbury,"£260,000        ",flat,2,prop120517754
58,canterbury,"£260,000        ",flat,2,prop121556480
59,canterbury,"£260,000        ",flat,2,prop122100116
60,canterbury,"£260,000        ",flat,2,prop114783017
61,canterbury,"£255,000        ",flat,2,prop118628807
62,canterbury,"£250,000        ",flat,2,prop114780296
63,canterbury,"£250,000        ",flat,2,prop114984812
64,canterbury,"£250,000        ",flat,2,prop119106020
65,canterbury,"£250,000        ",flat,2,prop117440531
66,canterbury,"£250,000        ",flat,2,prop84062538
67,canterbury,"£250,000        ",flat,2,prop90162899
68,canterbury,"£250,000        ",flat,2,prop105708962
69,canterbury,"£250,000        ",flat,2,prop116990588
70,canterbury,"£245,000        ",flat,2,prop115325318
71,canterbury,"£240,000        ",flat,2,prop121206434
72,canterbury,"£240,000        ",flat,2,prop115407083
73,canterbury,"£240,000        ",flat,2,prop120790763
74,canterbury,"£240,000        ",flat,2,prop120002210
75,canterbury,"£240,000        ",flat,2,prop122101694
76,canterbury,"£240,000        ",flat,2,prop115427159
77,canterbury,"£240,000        ",flat,2,prop121035413
78,canterbury,"£240,000        ",flat,2,prop116402861
79,canterbury,"£240,000        ",flat,2,prop117592727
80,canterbury,"£240,000        ",flat,2,prop118681340
81,canterbury,"£240,000        ",flat,2,prop120682808
82,canterbury,"£237,500        ",flat,2,prop120146594
83,canterbury,"£235,000        ",flat,2,prop121872143
84,canterbury,"£235,000        ",flat,2,prop121559030
85,canterbury,"£235,000        ",flat,2,prop118303256
86,canterbury,"£235,000        ",flat,2,prop74457170
87,canterbury,"£235,000        ",flat,2,prop82738542
88,canterbury,"£235,000        ",flat,2,prop80183259
89,canterbury,"£230,000        ",flat,2,prop114780371
90,canterbury,"£230,000        ",flat,2,prop119843753
91,canterbury,"£230,000        ",flat,2,prop121208621
92,canterbury,"£230,000        ",flat,2,prop116054954
93,canterbury,"£230,000        ",flat,2,prop120972284
94,canterbury,"£230,000        ",flat,2,prop118783748
95,canterbury,"£230,000        ",flat,2,prop119997632
96,canterbury,"£230,000        ",flat,2,prop121912889
97,canterbury,"£230,000        ",flat,2,prop120771512
98,canterbury,"£230,000        ",flat,2,prop121201283
99,canterbury,"£230,000        ",flat,2,prop121736183
100,canterbury,"£230,000        ",flat,2,prop121445588
101,canterbury,"£229,995        ",flat,2,prop114491852
102,canterbury,"£227,500        ",flat,2,prop112080290
103,canterbury,"£225,000        ",flat,2,prop120379658
104,canterbury,"£225,000        ",flat,2,prop116150582
105,canterbury,"£225,000        ",flat,2,prop122107175
106,canterbury,"£224,995        ",flat,2,prop121956548
107,canterbury,"£224,750        ",flat,2,prop121956545
108,canterbury,"£220,000        ",flat,2,prop114165530
109,canterbury,"£220,000        ",flat,2,prop114358337
110,canterbury,"£220,000        ",flat,2,prop122146031
111,canterbury,"£220,000        ",flat,2,prop115038650
112,canterbury,"£220,000        ",flat,2,prop114397541
113,canterbury,"£220,000        ",flat,2,prop112546442
114,canterbury,"£220,000        ",flat,2,prop87913663
115,canterbury,"£220,000        ",flat,2,prop120468797
116,canterbury,"£220,000        ",flat,2,prop118029269
117,canterbury,"£220,000        ",flat,2,prop103033778
118,canterbury,"£215,000        ",flat,2,prop118666253
119,canterbury,"£215,000        ",flat,2,prop112138451
120,canterbury,"£210,000        ",flat,2,prop115323950
121,canterbury,"£210,000        ",flat,2,prop106538297
122,canterbury,"£210,000        ",flat,2,prop122163434
123,canterbury,"£210,000        ",flat,2,prop109955243
124,canterbury,"£200,000        ",flat,2,prop103839761
125,canterbury,"£200,000        ",flat,2,prop114996560
126,canterbury,"£200,000        ",flat,2,prop117681929
127,canterbury,"£200,000        ",flat,2,prop116891126
128,canterbury,"£200,000        ",flat,2,prop121149785
129,canterbury,"£200,000        ",flat,2,prop112545863
130,canterbury,"£200,000        ",flat,2,prop113416208
131,canterbury,"£199,995        ",flat,2,prop113637344
132,canterbury,"£195,000        ",flat,2,prop79970466
133,canterbury,"£195,000        ",flat,2,prop114867809
134,canterbury,"£190,000        ",flat,2,prop118422245
135,canterbury,"£190,000        ",flat,2,prop115544951
136,canterbury,"£190,000        ",flat,2,prop122021912
137,canterbury,"£190,000        ",flat,2,prop120609377
138,canterbury,"£190,000        ",flat,2,prop114937835
139,canterbury,"£182,000        ",flat,2,prop118373690
140,canterbury,"£179,995        ",flat,2,prop102302807
141,canterbury,"£170,000        ",flat,2,prop119295776
142,canterbury,"£170,000        ",flat,2,prop113838059
143,canterbury,"£165,000        ",flat,2,prop116396786
144,canterbury,"£165,000        ",flat,2,prop117895091
145,canterbury,"£165,000        ",flat,2,prop111719663
146,canterbury,"£160,000        ",flat,2,prop119555717
147,canterbury,"£160,000        ",flat,2,prop120637865
148,canterbury,"£160,000        ",flat,2,prop119645963
149,canterbury,"£160,000        ",flat,2,prop89558461
150,canterbury,"£159,000        ",flat,2,prop122101697
