,Location,Price,Type,rooms,Property ID
0,faversham,"£210,000        ",flat,1,prop82830504
1,faversham,"£210,000        ",flat,1,prop121455572
2,faversham,"£190,000        ",flat,1,prop117691577
3,faversham,"£190,000        ",flat,1,prop120447647
4,faversham,"£185,000        ",flat,1,prop118051634
5,faversham,"£180,000        ",flat,1,prop76905781
6,faversham,"£180,000        ",flat,1,prop120926348
7,faversham,"£179,995        ",flat,1,prop115762433
8,faversham,"£175,000        ",flat,1,prop117955559
9,faversham,"£175,000        ",flat,1,prop90039754
10,faversham,"£165,000        ",flat,1,prop107723873
11,faversham,"£165,000        ",flat,1,prop97335152
12,faversham,"£160,000        ",flat,1,prop120587606
13,faversham,"£160,000        ",flat,1,prop110682005
14,faversham,"£150,000        ",flat,1,prop107764499
15,faversham,"£150,000        ",flat,1,prop113648711
16,faversham,"£150,000        ",flat,1,prop118053797
17,faversham,"£120,000        ",flat,1,prop117955607
18,faversham,"£106,000        ",flat,1,prop121710926
19,faversham,"£76,000        ",flat,1,prop110805617
20,faversham,"£76,000        ",flat,1,prop110805596
21,faversham,"£76,000        ",flat,1,prop110475044
22,faversham,"£76,000        ",flat,1,prop110475068
