,Location,Price,Type,rooms,Property ID
0,kent,"£5,250,000        ",flat,5,prop113209886
1,kent,"£2,850,000        ",flat,5,prop122075486
2,kent,"£1,000,000        ",flat,5,prop105013040
3,kent,"£999,995        ",flat,5,prop114769490
4,kent,"£999,995        ",flat,5,prop121381649
5,kent,"£875,000        ",flat,5,prop115782176
6,kent,"£650,000        ",flat,5,prop110862239
7,kent,"£635,000        ",flat,5,prop118920791
8,kent,"£575,000        ",flat,5,prop121084361
9,kent,"£525,000        ",flat,5,prop116465924
10,kent,"£475,000        ",flat,5,prop121272944
11,kent,"£350,000        ",flat,5,prop119647286
