,Location,Price,Type,rooms,Property ID
0,kent,"£550,000        ",flat,3,prop118930529
1,kent,"£1,500,000        ",flat,3,prop120098759
2,kent,"£1,395,000        ",flat,3,prop72009717
3,kent,"£1,295,000        ",flat,3,prop119994668
4,kent,"£1,250,000        ",flat,3,prop121727066
5,kent,"£1,250,000        ",flat,3,prop113310635
6,kent,"£1,250,000        ",flat,3,prop115837694
7,kent,"£1,100,000        ",flat,3,prop120609170
8,kent,"£1,100,000        ",flat,3,prop84012162
9,kent,"£1,050,000        ",flat,3,prop110202806
10,kent,"£1,050,000        ",flat,3,prop121906349
11,kent,"£1,045,000        ",flat,3,prop117733823
12,kent,"£1,020,000        ",flat,3,prop114049706
13,kent,"£1,000,000        ",flat,3,prop120121073
14,kent,"£1,000,000        ",flat,3,prop113452934
15,kent,"£995,000        ",flat,3,prop63906144
16,kent,"£985,000        ",flat,3,prop121906430
17,kent,"£950,000        ",flat,3,prop121906460
18,kent,"£925,000        ",flat,3,prop118057112
19,kent,"£900,000        ",flat,3,prop120361244
20,kent,"£900,000        ",flat,3,prop113782775
21,kent,"£900,000        ",flat,3,prop119436860
22,kent,"£900,000        ",flat,3,prop119606582
23,kent,"£900,000        ",flat,3,prop117088190
24,kent,"£900,000        ",flat,3,prop113272088
25,kent,"£425,000        ",flat,3,prop119861063
26,kent,"£895,000        ",flat,3,prop121989317
27,kent,"£895,000        ",flat,3,prop121978985
28,kent,"£895,000        ",flat,3,prop112990919
29,kent,"£895,000        ",flat,3,prop117946754
30,kent,"£880,000        ",flat,3,prop104320076
31,kent,"£865,000        ",flat,3,prop120842318
32,kent,"£850,000        ",flat,3,prop121989332
33,kent,"£850,000        ",flat,3,prop119149004
34,kent,"£850,000        ",flat,3,prop119855840
35,kent,"£850,000        ",flat,3,prop114457373
36,kent,"£850,000        ",flat,3,prop120361076
37,kent,"£850,000        ",flat,3,prop113043350
38,kent,"£840,000        ",flat,3,prop116727320
39,kent,POA        ,flat,3,prop112626671
40,kent,"£825,000        ",flat,3,prop107113538
41,kent,"£825,000        ",flat,3,prop114981248
42,kent,"£800,000        ",flat,3,prop110585015
43,kent,"£799,995        ",flat,3,prop121805666
44,kent,"£799,995        ",flat,3,prop120918872
45,kent,"£799,990        ",flat,3,prop121906514
46,kent,"£799,990        ",flat,3,prop121741787
47,kent,"£799,000        ",flat,3,prop121144727
48,kent,"£795,000        ",flat,3,prop113984336
49,kent,"£795,000        ",flat,3,prop121639340
50,kent,"£700,000        ",flat,3,prop121786070
51,kent,"£795,000        ",flat,3,prop114845621
52,kent,"£775,000        ",flat,3,prop118057070
53,kent,"£770,000        ",flat,3,prop121213280
54,kent,"£765,000        ",flat,3,prop119547047
55,kent,"£750,000        ",flat,3,prop121349225
56,kent,"£750,000        ",flat,3,prop119363165
57,kent,"£750,000        ",flat,3,prop116177936
58,kent,"£750,000        ",flat,3,prop111853130
59,kent,"£750,000        ",flat,3,prop120361280
60,kent,"£740,000        ",flat,3,prop79424640
61,kent,"£732,500        ",flat,3,prop121906370
62,kent,"£732,500        ",flat,3,prop121150226
63,kent,"£725,000        ",flat,3,prop118534814
64,kent,"£725,000        ",flat,3,prop117854243
65,kent,"£725,000        ",flat,3,prop115727756
66,kent,"£725,000        ",flat,3,prop120361289
67,kent,"£725,000        ",flat,3,prop121260806
68,kent,"£725,000        ",flat,3,prop114462305
69,kent,"£715,000        ",flat,3,prop121389467
70,kent,"£700,000        ",flat,3,prop120361229
71,kent,"£700,000        ",flat,3,prop117323381
72,kent,"£700,000        ",flat,3,prop121823669
73,kent,"£700,000        ",flat,3,prop119534057
74,kent,"£475,000        ",flat,3,prop121590896
75,kent,"£700,000        ",flat,3,prop119102000
76,kent,"£700,000        ",flat,3,prop117144365
77,kent,"£700,000        ",flat,3,prop114683684
78,kent,"£700,000        ",flat,3,prop114939008
79,kent,"£699,995        ",flat,3,prop120770459
80,kent,"£699,000        ",flat,3,prop120383978
81,kent,"£695,000        ",flat,3,prop119511740
82,kent,"£695,000        ",flat,3,prop119083640
83,kent,"£685,000        ",flat,3,prop119624543
84,kent,"£680,000        ",flat,3,prop119144795
85,kent,"£680,000        ",flat,3,prop109327010
86,kent,"£675,000        ",flat,3,prop120135323
87,kent,"£675,000        ",flat,3,prop121821179
88,kent,"£675,000        ",flat,3,prop84018249
